Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Product rating count (product.metafields.reviews.rating_count),Coating/Sealant application (product.metafields.shopify.coating-sealant-application),Color (product.metafields.shopify.color-pattern),Hardware material (product.metafields.shopify.hardware-material),Material (product.metafields.shopify.material),Style (product.metafields.shopify.style),Suitable for material type (product.metafields.shopify.suitable-for-material-type),Suitable location (product.metafields.shopify.suitable-location),Suitable space (product.metafields.shopify.suitable-space),Tile design (product.metafields.shopify.tile-design),Tile look (product.metafields.shopify.tile-look),Tile material (product.metafields.shopify.tile-material),Tile texture (product.metafields.shopify.tile-texture),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Australia,Price / Australia,Compare At Price / Australia,Included / International,Price / International,Compare At Price / International,Status
entiva-enzo-smart-tech-coal-lastra-20mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0463/9267/2415/products/coalpool2.jpg?v=1648721715,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entiva-enzo-smart-tech-coal-lastra-20mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0463/9267/2415/products/coalandcinderrender.jpg?v=1648721715,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entiva-enzo-smart-tech-coal-lastra-20mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0463/9267/2415/products/2120.jpg?v=1648721715,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ceppo-medium-20mm,CEPPO MEDIUM 20mm 600x600mm,"<p> </p>
<p><strong>CEPPO MEDIUM 20mm 600x600mm</strong></p>
<p><strong><span>The iconic texture inspired by Ceppo Stone, with an atractively irregular pattern in ""ton sur ton"" shades of grey, gains a new version with a thicker grain and a striking material component. A micro effect for a highly appealing mood, offering some superb ideas to bring a sophisticated, personal touch to every setting.</span></strong></p>
<p><strong></strong><span class=""pq6dq46d tbxw36s4 knj5qynh kvgmc6g5 ditlmg2l oygrvhab nvdbi5me sf5mxxl7 gl3lb2sf hhz5lgdu""><img src=""https://static.xx.fbcdn.net/images/emoji.php/v9/tee/2/16/2600.png"" alt=""☀️"" width=""16"" height=""16"" referrerpolicy=""origin-when-cross-origin"">CEPPO MEDIUM 20mm EXTERNAL 600x600mm</span><img src=""https://static.xx.fbcdn.net/images/emoji.php/v9/tee/2/16/2600.png"" alt=""☀️"" width=""16"" height=""16"" referrerpolicy=""origin-when-cross-origin""></p>
<div dir=""auto"">
<span class=""pq6dq46d tbxw36s4 knj5qynh kvgmc6g5 ditlmg2l oygrvhab nvdbi5me sf5mxxl7 gl3lb2sf hhz5lgdu""><img src=""https://static.xx.fbcdn.net/images/emoji.php/v9/t60/2/16/1f4a6.png"" alt=""💦"" width=""16"" height=""16"" referrerpolicy=""origin-when-cross-origin""></span>No.1 in custom pool coping, 20mm and 10mm External Porcelain<span class=""pq6dq46d tbxw36s4 knj5qynh kvgmc6g5 ditlmg2l oygrvhab nvdbi5me sf5mxxl7 gl3lb2sf hhz5lgdu""><img src=""https://static.xx.fbcdn.net/images/emoji.php/v9/t60/2/16/1f4a6.png"" alt=""💦"" width=""16"" height=""16"" referrerpolicy=""origin-when-cross-origin""></span>
</div>
<div dir=""auto"">
<span class=""pq6dq46d tbxw36s4 knj5qynh kvgmc6g5 ditlmg2l oygrvhab nvdbi5me sf5mxxl7 gl3lb2sf hhz5lgdu""><img src=""https://static.xx.fbcdn.net/images/emoji.php/v9/tb4/2/16/2705.png"" alt=""✅"" width=""16"" height=""16"" referrerpolicy=""origin-when-cross-origin""></span>No sealing required</div>
<div dir=""auto"">
<span class=""pq6dq46d tbxw36s4 knj5qynh kvgmc6g5 ditlmg2l oygrvhab nvdbi5me sf5mxxl7 gl3lb2sf hhz5lgdu""><img src=""https://static.xx.fbcdn.net/images/emoji.php/v9/tb4/2/16/2705.png"" alt=""✅"" width=""16"" height=""16"" referrerpolicy=""origin-when-cross-origin""></span>No Maintance</div>
<div dir=""auto"">
<span class=""pq6dq46d tbxw36s4 knj5qynh kvgmc6g5 ditlmg2l oygrvhab nvdbi5me sf5mxxl7 gl3lb2sf hhz5lgdu""><img src=""https://static.xx.fbcdn.net/images/emoji.php/v9/tb4/2/16/2705.png"" alt=""✅"" width=""16"" height=""16"" referrerpolicy=""origin-when-cross-origin""></span>R-11 slip rating</div>
<div dir=""auto"">
<span class=""pq6dq46d tbxw36s4 knj5qynh kvgmc6g5 ditlmg2l oygrvhab nvdbi5me sf5mxxl7 gl3lb2sf hhz5lgdu""><img src=""https://static.xx.fbcdn.net/images/emoji.php/v9/tb4/2/16/2705.png"" alt=""✅"" width=""16"" height=""16"" referrerpolicy=""origin-when-cross-origin""></span>Doesn’t stain</div>
<div dir=""auto""></div>
<div dir=""auto"">*CUSTOM POOL COPING CAN BE MADE</div>
<div dir=""auto"">
<meta charset=""utf-8"">
<p><strong><span class=""font-weight--bold"">Finish : </span>Matt, Rectified, 20mm R11, P5, V3, Water Absorption Under 0.5%, Colour Bodied Porcelain</strong></p>
</div>
<div dir=""auto"">.</div>
<div dir=""auto""><br></div>
<div dir=""auto"">Only @ Northern Tile Distributors</div>
<div dir=""auto"">324 Settlement road, Thomastown</div>
<div dir=""auto""></div>
<div dir=""auto""></div>
<div dir=""auto""><img alt="""" src=""https://cdn.shopify.com/s/files/1/0463/9267/2415/files/p5_480x480.jpg?v=1648724294""></div>",Northern TILE Distributors,Hardware > Building Materials > Flooring & Carpet,Pool,"ceppo, ceppo medium, external, pavers, pool",true,Title,Default Title,,,,,,,,"",20000.0,,deny,manual,69.99,99.99,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0463/9267/2415/files/c075c469e49847469463500920b774f8.jpg?v=1690177077,1,"",false,,"CEPPO MEDIUM 20mm 600x600mm
External Porcelain",,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,42.00,true,,,true,,,active
ceppo-medium-20mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0463/9267/2415/files/f7c279fce3014379926e24005427751d.jpg?v=1690177077,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entiva-cross-cut-dark-20mm-600x600mm,Entiva Cross Cut Dark 20mm 600x600mm,"<p><strong style=""font-size: 1.4em;"">Entiva Cross Cut Silver 20mm 600x600mm</strong></p>
<p><strong style=""font-size: 1.4em;"">*Also available in 10mm external porcelain.</strong><br></p>
<p><strong style=""font-size: 1.4em;""><span class=""font-weight--bold"">Finish : </span><span>Rectified, Lastra 20mm R11, P3, Water Absorption Under 0.5%</span></strong></p>
<p> </p>",Northern TILE Distributors,,Pool,"external, pavers, pool",true,Title,Default Title,,,,,,,,"",20000.0,,deny,manual,69.99,79.99,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0463/9267/2415/products/2729.png?v=1629108659,1,"",false,,"Entiva Cross Cut Dark 20mm 600x600mm
External Porcelain",,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,52.00,true,,,true,,,active
entiva-cross-cut-dark-20mm-600x600mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0463/9267/2415/products/IMG_5504.jpg?v=1629108732,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entiva-cross-cut-dark-20mm-600x600mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0463/9267/2415/products/IMG_5503.jpg?v=1629108732,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entiva-cross-cut-dark-20mm-600x600mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0463/9267/2415/products/IMG_5517.jpg?v=1629108732,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entiva-cross-cut-dark-20mm-600x600mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0463/9267/2415/products/IMG_5502.jpg?v=1629108732,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entiva-cross-cut-dark-20mm-600x600mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0463/9267/2415/products/1708.jpg?v=1629108732,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entiva-cross-cut-silver-20mm-600x600mm,Entiva Cross Cut Silver 20mm 600x600mm,"<p><strong style=""font-size: 1.4em;"">Entiva Cross Cut Silver 20mm 600x600mm</strong></p>
<p><strong style=""font-size: 1.4em;"">*Also available in 10mm external porcelain.</strong><br></p>
<p><strong style=""font-size: 1.4em;""><span class=""font-weight--bold"">Finish : </span><span>Rectified, Lastra 20mm R11, P3, Water Absorption Under 0.5%</span></strong></p>
<p> </p>",Northern TILE Distributors,,Pool,"external, pavers, pool",true,Title,Default Title,,,,,,,,"",20000.0,,deny,manual,69.99,79.99,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0463/9267/2415/products/2728.png?v=1629108291,1,"",false,,"Entiva Cross Cut Silver 20mm 600x600mm
External Porcelain",,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,52.00,true,,,true,,,active
entiva-cross-cut-silver-20mm-600x600mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0463/9267/2415/products/IMG_5515.jpg?v=1629108564,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entiva-cross-cut-silver-20mm-600x600mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0463/9267/2415/products/IMG_8685.jpg?v=1714974538,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entiva-cross-cut-silver-20mm-600x600mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0463/9267/2415/products/image_5cb848b7-9379-4f85-95f7-9f73a3d174ee.jpg?v=1631416672,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entiva-cross-cut-silver-20mm-600x600mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0463/9267/2415/products/image_9167a62a-2c5b-4ae9-93b9-4f8765d74ce0.jpg?v=1631416675,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entiva-cross-cut-silver-20mm-600x600mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0463/9267/2415/products/image_2f1f5aba-35e4-4ab8-9c33-ba00ea57d69e.jpg?v=1631416675,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
silky-white-600x600mm-20mm,TRAVERTINO BIANCO 600x600mm x 20mm,"<p><strong><meta charset=""utf-8"">
<span style=""text-decoration: underline;"">DELIVERY IS EXTRA.. PLEASE CALL US FOR DELIVERY PRICING ** while stocks last</span></strong></p>
<p><strong>Trav Crema Silky White 600x600mm x 20mm</strong></p>
<p><strong>*Also available in 10mm external porcelain.</strong></p>
<p> </p>",Northern TILE Distributors,Uncategorized,Pool,"20MM EXTERNAL, external, pavers, pool, travertine, TRAVERTINO CREMA",true,Title,Default Title,,,,,,,,"",30000.0,,deny,manual,69.99,99.99,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0463/9267/2415/products/TV26602MG_07.jpg?v=1629107597,1,"",false,,"Silky White 600x600mm x 20mm 
External Porcelain",,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,28.00,true,,,true,,,active
silky-white-600x600mm-20mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0463/9267/2415/products/2_d2e0a382-1568-44f5-a05d-afa5ffe87ca3.jpg?v=1629107603,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
modernabianco,MODERNA BIANCO 600x600mm x 20mm,"<p><span style=""text-decoration: underline;""><strong>DELIVERY IS EXTRA.. PLEASE CALL US FOR DELIVERY PRICING ** while stocks last</strong></span></p>
<p><strong>MODERNA BIANCO 600x600mm x 20mm</strong></p>
<p><strong><meta charset=""utf-8"">*Available in 600x1200mm x 20mm porcelain Internal/External R-11</strong></p>
<p><strong>*Available in 600x600mm x 10mm porcelain Internal/External R-11</strong></p>
<p><b>Can be made into Pool Coping, Allow 2 weeks for<span> </span>manufacturing.</b></p>
<p> </p>",Northern TILE Distributors,Hardware > Building Materials,Pool,"20MM EXTERNAL, external, MODERNA BIANCO, pavers, pool, POOL COPING",true,Title,Default Title,,,,,,,,"",30000.0,,deny,manual,69.99,89.00,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0463/9267/2415/products/P6A0706-1_c431661c-23ab-4a29-a6ea-799a9977490d.jpg?v=1629107244,1,"",false,,"Dora 600x600mm x 20mm 
External Porcelain",,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,28.00,true,,,true,,,active
modernabianco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0463/9267/2415/products/6.jpg?v=1629107244,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
modernabianco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0463/9267/2415/products/4_47ca68c3-f0fb-45b9-9908-be466a524409.jpg?v=1629107244,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
modernabianco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0463/9267/2415/products/2_39c2005c-b53b-44dd-a613-b858b3ec5e13.jpg?v=1629107244,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
modernabianco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0463/9267/2415/products/10-1.jpg?v=1629107244,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
modernabianco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0463/9267/2415/products/12.jpg?v=1629107244,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
modernabianco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0463/9267/2415/products/13.jpg?v=1629107244,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
modernabianco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0463/9267/2415/products/273773858_968693724013293_6543083219404300483_n.jpg?v=1646287185,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
modernabianco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0463/9267/2415/products/272997009_485596533062330_1365238858400608282_n.jpg?v=1646287190,9,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
modernabianco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0463/9267/2415/products/P6A0706-1.jpg?v=1651657223,10,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
modernabianco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0463/9267/2415/products/TK21202MG_2_-1.jpg?v=1651657224,11,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
modernabianco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0463/9267/2415/products/P6A0706-1_df8c1b44-308c-4201-9625-ea83a351d23e.jpg?v=1651657266,12,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
modernabianco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0463/9267/2415/products/P6A0708-1.jpg?v=1651657322,13,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
modernagrigio,MODERNA GRIGIO 600x600mm x 20mm,"<p><strong><meta charset=""utf-8"">
<span style=""text-decoration: underline;"">DELIVERY IS EXTRA.. PLEASE CALL US FOR DELIVERY PRICING ** while stocks last</span></strong></p>
<p><strong>MODERNA GRIGIO 600x600mm x 20mm</strong></p>
<p><strong><meta charset=""utf-8"">*Available in 600x1200mm x 20mm porcelain Internal/External R-11</strong></p>
<p><strong>*Available in 600x600mm x 10mm porcelain Internal/External R-11</strong></p>
<p><b>Can be made into Pool Coping, Allow 2 weeks for<span> </span>manufacturing.</b></p>",Northern TILE Distributors,Hardware > Building Materials,Pool,"20MM EXTERNAL, external, MODERNA GRIGIO, pavers, pool, POOL COPING",true,Title,Default Title,,,,,,,,"",30000.0,,deny,manual,69.99,89.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0463/9267/2415/products/P6A0703-3.jpg?v=1629107364,1,"",false,,"Dora 600x600mm x 20mm 
External Porcelain",,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,28.00,true,,,true,,,active
modernagrigio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0463/9267/2415/products/1.jpg?v=1629107364,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
modernagrigio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0463/9267/2415/products/2_e1c69626-686f-4549-ab4d-cceb1031b246.jpg?v=1629107364,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
modernagrigio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0463/9267/2415/products/4.jpg?v=1629107364,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
modernagrigio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0463/9267/2415/products/274161598_500287791706847_1522158080754543173_n.jpg?v=1646286967,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
modernagrigio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0463/9267/2415/products/273535189_624780205228731_3336419162012162024_n.jpg?v=1646286974,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
modernagrigio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0463/9267/2415/products/TK21203MG_1_-1.jpg?v=1651657406,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
modernagrigio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0463/9267/2415/products/P6A0699-3.jpg?v=1651657409,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
modernagrigio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0463/9267/2415/products/TK21203MG_1_-1_9c4763c2-a1d3-4d55-8774-4a47d286cf5a.jpg?v=1651657434,9,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
modernascuro,MODERNA SCURO 600x600mm x 20mm,"<p><strong><meta charset=""utf-8"">
<span style=""text-decoration: underline;"">DELIVERY IS EXTRA.. PLEASE CALL US FOR DELIVERY PRICING ** while stocks last</span></strong></p>
<p><strong>MODERNA SCURO 600x600mm x20mm external R-11</strong></p>
<p><strong><meta charset=""utf-8"">*Available in 600x1200mm x 20mm porcelain Internal/External R-11</strong></p>
<p><strong>*Available in 600x600mm x 10mm porcelain Internal/External R-11</strong></p>
<p><b>Can be made into Pool Coping, Allow 2 weeks for manufacturing.</b></p>
<p><strong><br></strong></p>
<p> </p>",Northern TILE Distributors,Hardware > Building Materials,Pool,"20MM EXTERNAL, external, MODERNA SCURO, outdoor tiles, pavers, pool, POOL COPING",true,Title,Default Title,,,,,,,,"",30000.0,,deny,manual,69.99,89.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0463/9267/2415/products/P6A0718.jpg?v=1629107079,1,"",false,,"Savannah Grey 600x600mm x 20mm 
External Porcelain",,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,28.00,true,,,true,,,active
modernascuro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0463/9267/2415/products/2.jpg?v=1629107079,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
modernascuro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0463/9267/2415/products/3.jpg?v=1629107079,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
modernascuro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0463/9267/2415/products/273244595_635245744368434_5375159328752528138_n.jpg?v=1646286486,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
modernascuro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0463/9267/2415/products/273904457_353750709954034_1643082171792187676_n.jpg?v=1646286500,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
modernascuro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0463/9267/2415/products/P6A0718_53a70f60-775a-4e9f-a645-3b5602c7afc4.jpg?v=1651657522,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
modernascuro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0463/9267/2415/products/TK21204MG_6.jpg?v=1651657538,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4418-hatton-oak,Hybrid 4418 - Hatton Oak,"<p data-mce-fragment=""1""><strong>4418 - HATTON OAK</strong></p>
<p><strong>✅100% waterproof Hybrid.</strong></p>
<p><strong><meta charset=""utf-8"">✅1524mm x 228mm x 7mm</strong></p>
<p><strong><meta charset=""utf-8"">✅5mm Rigid Core with a 2mm Blue Cube Underlay.</strong></p>
<p><strong><meta charset=""utf-8"">✅2.085 m2 per box.</strong></p>
<p><strong><meta charset=""utf-8"">✅ Easy D.I.Y product.</strong></p>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1""><meta charset=""utf-8"">✅Price is per m2.</strong></p>",Northern TILE Distributors,Hardware > Building Materials > Flooring & Carpet,Hybrid Timber Oak Range,"4418, floor covering, flooring, hatton oak, hybrid, hybrid flooring, spc, timber, waterproof",true,Title,Default Title,,,,,,,,hybrid.4418,20000.0,,deny,manual,39.99,58.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0463/9267/2415/products/4418HATTONOAK.png?v=1631273572,1,4418 hattton oak,false,,4418- HATTON OAK ✅100% waterproof Hybrid. ✅1524mm x 228mm x 7mm ✅ Easy D.I.Y product. ✅5mm Rigid Core with a 2mm IXPE Underlay. ✅Price is per m2. ✅2.085 m2 per box.,,,,,new,,,,,,,,,,,,,,,,,,,,,,kg,,17.00,true,,,false,,,active
4418-hatton-oak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0463/9267/2415/products/image_61b39dc2-beb8-4cd1-b687-ac32d24065e1.jpg?v=1641177081,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4418-hatton-oak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0463/9267/2415/products/image_958b4271-9fdd-40e8-b304-df0fb09629bd.jpg?v=1641177081,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4418-hatton-oak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0463/9267/2415/products/image_1882b13c-0a0b-428a-b0b2-8f46aac41d6b.jpg?v=1641177081,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4418-hatton-oak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0463/9267/2415/products/image_44429528-bc21-499c-b396-c764b2ef5fa1.jpg?v=1641177081,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4418-hatton-oak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0463/9267/2415/products/image_c21bfca6-9e41-4e05-9f8b-2282c07d71f7.png?v=1641177081,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stone-focus-grigio,Stone Focus - Grigio,"<p><span style=""font-size: small;""><strong><span color=""#000000"" size=""2"" face=""Helvetica Neue"" style=""color: #000000; font-family: 'Helvetica Neue';"">NTD6260</span></strong></span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1""><strong>600x600mm</strong></span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1""><strong>Italian Porcelain</strong></span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">""The design study for the Stone Focus collection takes its inspiration from centuries-old quarrying and working of Carniglia Stone""</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">-Ceramiche Piemme</span></p>",Northern TILE Distributors,,"","",true,Title,Default Title,,,,,,,,NTD6260,25000.0,,deny,manual,80.00,88.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0463/9267/2415/products/01035_focusgrigionat60x60_1.jpg?v=1628660958,1,"",false,,"NTD6265 600x600mm 
""The design study for the Stone Focus collection takes its inspiration from centuries-old quarrying and working of Carniglia Stone"" -Ceramiche Piemme",,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,44.00,true,,,true,,,active
stone-focus-grigio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0463/9267/2415/products/STONE_FOCUS_GRIGIO_LIVING_1.jpg?v=1628660961,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
